PRELIMINARY*********************************************************************
Optical depth (tau) as measured with MSL Mastcam by Mark Lemmon, MLemmon@SpaceScience.org
Cite Lemmon et al. [2019]
Generated: Tue Sep 21 16:29:08 2021
(Values of -1 indicate absence of validated data)
Lines of data in this table:         1459
PRELIMINARY*********************************************************************
                    Product_ID,      Sol,   L_s,   tau, sigma, tau_noon
2674ML0140150091002623C00_DXXX,2674.7336, 150.5, 0.721, 0.035, 0.744
2674ML0140150111002624C00_DXXX,2674.7349, 150.5, 0.718, 0.035, 0.742
2674ML0140150131002625C00_DXXX,2674.7361, 150.5, 0.713, 0.035, 0.737
2674ML0140150151002626C00_DXXX,2674.7371, 150.5, 0.714, 0.035, 0.738
2674ML0140150171002627C00_DXXX,2674.7383, 150.5, 0.716, 0.035, 0.739
2679ML0140240011002637C00_DXXX,2679.3586, 153.0, 0.716, 0.036, 0.698
2679ML0140290011002762C00_DXXX,2679.5776, 153.1, 0.613, 0.036, 0.623
2681ML0140330011002854C00_DXXX,2681.6555, 154.2, 0.631, 0.035, 0.651
2685ML0140560011002880C00_DXXX,2685.3191, 156.2, 0.741, 0.035, 0.718
2689ML0140750011002941C00_DXXX,2689.6292, 158.5, 0.675, 0.036, 0.691
2695ML0140990011003091C00_DXXX,2695.5969, 161.7, 0.625, 0.036, 0.637
2697ML0141160011003179C00_DXXX,2697.6353, 162.9, 0.671, 0.036, 0.688
2698ML0141180011003182C00_DXXX,2698.3601, 163.3, 0.790, 0.036, 0.772
2700ML0141380011003542C00_DXXX,2700.6523, 164.5, 0.586, 0.036, 0.605
2705ML0141730011003647C00_DXXX,2705.3269, 167.1, 0.681, 0.035, 0.660
2710ML0141940011003780C00_DXXX,2710.5964, 170.0, 0.558, 0.036, 0.570
2711ML0141990011003907C00_DXXX,2711.3972, 170.5, 0.709, 0.036, 0.696
2716ML0142170011004068C00_DXXX,2716.5688, 173.4, 0.535, 0.036, 0.543
2717ML0142190011004071C00_DXXX,2717.2964, 173.8, 0.661, 0.035, 0.637
2719ML0142250011004218C00_DXXX,2719.6091, 175.2, 0.523, 0.036, 0.536
2720ML0142270011004221C00_DXXX,2720.3286, 175.6, 0.639, 0.035, 0.618
2723ML0142510011004259C00_DXXX,2723.5767, 177.4, 0.542, 0.036, 0.552
2723ML0142530011004262C00_DXXX,2723.6465, 177.5, 0.586, 0.036, 0.605
2726ML0142720011004364C00_DXXX,2726.6411, 179.2, 0.549, 0.036, 0.567
2727ML0142760011004385C00_DXXX,2727.3267, 179.6, 0.688, 0.035, 0.666
2727ML0142940011004428C00_DXXX,2727.6990, 179.8, 0.577, 0.035, 0.600
2730ML0143080011004498C00_DXXX,2730.5835, 181.5, 0.598, 0.036, 0.609
2731ML0143140011004564C00_DXXX,2731.5940, 182.1, 0.572, 0.036, 0.584
2732ML0143150011004569C00_DXXX,2732.3201, 182.5, 0.676, 0.035, 0.653
2732ML0143260011004600C00_DXXX,2732.7183, 182.7, 0.588, 0.035, 0.611
2736ML0143430011004644C00_DXXX,2736.6692, 185.0, 0.489, 0.035, 0.510
2739ML0143590011004769C00_DXXX,2739.3318, 186.6, 0.710, 0.035, 0.689
2740ML0143660011004779C00_DXXX,2740.6248, 187.4, 0.555, 0.036, 0.571
2742ML0143760011004870C00_DXXX,2742.5894, 188.5, 0.576, 0.036, 0.588
2745ML0143920011005010C00_DXXX,2745.3145, 190.2, 0.747, 0.035, 0.723
2748ML0144080011005151C00_DXXX,2748.5686, 192.1, 0.578, 0.036, 0.587
2757ML0144580010905616C00_DXXX,2757.6550, 197.6, 0.560, 0.036, 0.579
2760ML0144690010905755C00_DXXX,2760.6550, 199.4, 0.578, 0.036, 0.598
2761ML0144710010905761C00_DXXX,2761.3794, 199.8, 0.750, 0.036, 0.735
2762ML0144790010905934C00_DXXX,2762.5596, 200.6, 0.488, 0.036, 0.496
2763ML0144810010905937C00_DXXX,2763.5852, 201.2, 0.515, 0.036, 0.526
2765ML0144910010806090C00_DXXX,2765.5623, 202.4, 0.580, 0.036, 0.587
2767ML0144940010806097C00_DXXX,2767.3904, 203.5, 0.689, 0.036, 0.675
2768ML0145000010806159C00_DXXX,2768.5615, 204.3, 0.494, 0.036, 0.502
2772ML0145090010706197C00_DXXX,2772.5027, 206.7, 0.632, 0.037, 0.632
2775ML0145310010706257C00_DXXX,2775.3152, 208.5, 0.835, 0.035, 0.812
2777ML0145470010706291C00_DXXX,2777.5571, 209.8, 0.630, 0.036, 0.637
2781ML0145570010606354C00_DXXX,2781.3801, 212.3, 0.853, 0.036, 0.837
2781ML0145610010606404C00_DXXX,2781.6917, 212.4, 0.804, 0.035, 0.827
2784ML0145730010606541C00_DXXX,2784.5330, 214.2, 0.654, 0.036, 0.659
2786ML0145900010606595C00_DXXX,2786.5232, 215.5, 0.666, 0.036, 0.669
2786ML0145980010606674C00_DXXX,2786.7085, 215.6, 0.748, 0.035, 0.771
2788ML0146020010606698C00_DXXX,2788.2974, 216.6, 1.017, 0.035, 0.994
2791ML0146190010407024C00_DXXX,2791.5986, 218.7, 0.666, 0.036, 0.678
2794ML0146420010407174C00_DXXX,2794.5806, 220.6, 0.778, 0.036, 0.788
2794ML0146430010407176C00_DXXX,2794.6792, 220.7, 0.787, 0.035, 0.810
2795ML0146450010407246C00_DXXX,2795.3145, 221.1, 1.012, 0.035, 0.989
2798ML0146620010307426C00_DXXX,2798.5671, 223.1, 0.829, 0.036, 0.837
2800ML0146750010307789C00_DXXX,2800.6936, 224.5, 0.942, 0.035, 0.966
2801ML0146770010307795C00_DXXX,2801.3425, 224.9, 1.116, 0.036, 1.096
2803ML0146980010307937C00_DXXX,2803.5808, 226.4, 0.896, 0.036, 0.906
2812ML0147130010308045C00_DXXX,2812.3186, 232.0, 1.693, 0.037, 1.670
2812ML0147180010308051C00_DXXX,2812.5481, 232.1, 1.281, 0.037, 1.287
2813ML0147250010308155C00_DXXX,2813.5337, 232.8, 1.274, 0.037, 1.278
2816ML0147340010308203C00_DXXX,2816.6887, 234.8, 1.346, 0.035, 1.370
2817ML0147400010308284C00_DXXX,2817.7065, 235.5, 1.361, 0.035, 1.385
2818ML0147450010308321C00_DXXX,2818.5662, 236.0, 1.285, 0.036, 1.294
2819ML0147510010208423C00_DXXX,2819.5767, 236.7, 1.239, 0.036, 1.248
2820ML0147540010208497C00_DXXX,2820.5476, 237.3, 1.212, 0.036, 1.218
2822ML0147610010208528C00_DXXX,2822.3572, 238.5, 1.425, 0.036, 1.407
2823ML0147760010208623C00_DXXX,2823.5754, 239.3, 1.205, 0.036, 1.215
2825ML0147840010208675C00_DXXX,2825.5750, 240.6, 1.207, 0.036, 1.216
2828ML0148050010208722C00_DXXX,2828.5535, 242.5, 1.168, 0.036, 1.174
2829ML0148070010208725C00_DXXX,2829.3540, 243.0, 1.400, 0.036, 1.381
2830ML0148170010108776C00_DXXX,2830.5442, 243.8, 1.148, 0.036, 1.154
2831ML0148190010108904C00_DXXX,2831.6587, 244.5, 1.171, 0.035, 1.191
2832ML0148210010108974C00_DXXX,2832.3313, 245.0, 1.356, 0.035, 1.335
2833ML0148240010109055C00_DXXX,2833.5374, 245.8, 1.071, 0.036, 1.076
2838ML0148480010109177I01_DXXX,2838.6868, 249.1, 1.021, 0.036, 1.045
2841ML0148650010109330C00_DXXX,2841.5093, 251.0, 0.973, 0.036, 0.974
2841ML0148660010109332C00_DXXX,2841.6758, 251.1, 1.049, 0.035, 1.071
2842ML0148680010109338C00_DXXX,2842.2981, 251.5, 1.249, 0.035, 1.225
2845ML0148780010109491C00_DXXX,2845.5088, 253.6, 0.991, 0.036, 0.992
2847ML0148790011100002C00_DXXX,2847.5244, 254.9, 0.954, 0.036, 0.957
2849ML0148850011100027C00_DXXX,2849.3027, 256.1, 1.095, 0.035, 1.071
2852ML0149080011100144C00_DXXX,2852.6050, 258.2, 0.861, 0.036, 0.874
2853ML0149110011100221C00_DXXX,2853.5276, 258.8, 0.859, 0.036, 0.862
2854ML0149230011100235C00_DXXX,2854.3147, 259.3, 1.052, 0.035, 1.029
2856ML0149240011100240C00_DXXX,2856.4932, 260.7, 1.009, 0.036, 1.008
2861ML0149400011100310C00_DXXX,2861.5027, 264.0, 0.938, 0.036, 0.938
2861ML0149410011100315C00_DXXX,2861.6570, 264.1, 0.935, 0.035, 0.955
2863ML0149490011100413C00_DXXX,2863.2874, 265.2, 1.133, 0.035, 1.110
2866ML0149550011100482C00_DXXX,2866.5425, 267.3, 0.782, 0.036, 0.787
2869ML0149660011100510C00_DXXX,2869.4746, 269.2, 0.792, 0.036, 0.789
2870ML0149720011100535C00_DXXX,2870.2839, 269.7, 1.019, 0.035, 0.995
2873ML0149930011100685C00_DXXX,2873.5601, 271.8, 0.780, 0.036, 0.788
2877ML0150010011100750C00_DXXX,2877.3311, 274.2, 0.933, 0.035, 0.911
2877ML0150040011100757C00_DXXX,2877.4871, 274.3, 0.797, 0.036, 0.796
2878ML0150150011100856C00_DXXX,2878.6584, 275.1, 0.801, 0.035, 0.820
2880ML0150190011100928C00_DXXX,2880.5193, 276.3, 0.752, 0.036, 0.754
2882ML0150480011101109C00_DXXX,2882.6995, 277.7, 0.868, 0.035, 0.891
2883ML0150500011101115C00_DXXX,2883.2866, 278.1, 1.099, 0.035, 1.076
2884ML0150580011101127C00_DXXX,2884.6191, 278.9, 0.738, 0.036, 0.753
2889ML0150720011101163C00_DXXX,2889.6587, 282.1, 0.720, 0.035, 0.740
2890ML0150740011101166C00_DXXX,2890.2891, 282.5, 0.905, 0.035, 0.881
2893ML0150980011101243C00_DXXX,2893.4727, 284.6, 0.706, 0.036, 0.703
2894ML0151020031101298C00_DXXX,2894.3035, 285.1, 0.775, 0.035, 0.751
2898ML0151160011101382C00_DXXX,2898.2905, 287.6, 0.971, 0.035, 0.947
2900ML0151210011101409C00_DXXX,2900.4485, 289.0, 0.689, 0.036, 0.682
2903ML0151280011101418C00_DXXX,2903.6064, 291.0, 0.667, 0.036, 0.680
2904ML0151290011101423C00_DXXX,2904.2913, 291.4, 0.966, 0.035, 0.943
2907ML0151620011101462C00_DXXX,2907.4827, 293.4, 0.623, 0.036, 0.620
2907ML0151670011101491C00_DXXX,2907.6594, 293.5, 0.647, 0.035, 0.667
2909ML0151780011101562C00_DXXX,2909.2866, 294.5, 0.909, 0.035, 0.885
2909ML0151790011101567C00_DXXX,2909.4241, 294.6, 0.703, 0.036, 0.694
2909ML0151840011101590C00_DXXX,2909.7151, 294.8, 0.721, 0.035, 0.744
2913ML0152000011101630C00_DXXX,2913.4153, 297.1, 0.722, 0.036, 0.711
2916ML0152100011101805C00_DXXX,2916.3518, 298.9, 0.742, 0.036, 0.724
2916ML0152110011101807C00_DXXX,2916.5642, 299.0, 0.576, 0.036, 0.584
2916ML0152130011101846C00_DXXX,2916.6301, 299.0, 0.577, 0.036, 0.594
2919ML0152180011101920C00_DXXX,2919.4182, 300.8, 0.732, 0.036, 0.721
2922ML0152500011101939C00_DXXX,2922.6138, 302.7, 0.547, 0.036, 0.561
2924ML0152560011101974C00_DXXX,2924.2876, 303.7, 0.747, 0.035, 0.724
2925ML0152620011102124C00_DXXX,2925.4194, 304.4, 0.714, 0.036, 0.704
2927ML0152730011102200C00_DXXX,2927.4180, 305.6, 0.728, 0.036, 0.718
2929ML0152830011102273C00_DXXX,2929.5034, 306.9, 0.521, 0.037, 0.521
2930ML0152880011102290C00_DXXX,2930.3115, 307.4, 0.817, 0.035, 0.794
2934ML0153040011102434C00_DXXX,2934.4126, 309.9, 0.697, 0.036, 0.686
2937ML0153230011102594C00_DXXX,2937.4370, 311.7, 0.664, 0.036, 0.656
2937ML0153240011102596C00_DXXX,2937.6528, 311.8, 0.593, 0.036, 0.612
2938ML0153270011102667C00_DXXX,2938.3059, 312.2, 0.788, 0.035, 0.764
2939ML0153350011102852C00_DXXX,2939.4070, 312.8, 0.795, 0.036, 0.783
2941ML0153470011102994C00_DXXX,2941.4124, 314.0, 0.815, 0.036, 0.804
2944ML0153580011103169C00_DXXX,2944.5996, 315.9, 0.569, 0.036, 0.582
2945ML0153590011103174C00_DXXX,2945.3093, 316.3, 0.783, 0.035, 0.759
2948ML0153830011103598C00_DXXX,2948.4070, 318.2, 0.832, 0.036, 0.821
2949ML0153840011103600C00_DXXX,2949.4089, 318.7, 0.889, 0.036, 0.878
2951ML0154040011103826C00_DXXX,2951.2871, 319.8, 1.066, 0.035, 1.042
2951ML0154130011104029C00_DXXX,2951.6880, 320.1, 0.838, 0.035, 0.862
2953ML0154160011104036C00_DXXX,2953.4910, 321.1, 1.022, 0.037, 1.021
2956ML0154350011104145C00_DXXX,2956.6389, 323.0, 0.848, 0.036, 0.865
2957ML0154360011104150C00_DXXX,2957.2852, 323.3, 1.098, 0.035, 1.075
2958ML0154450011104213C00_DXXX,2958.6199, 324.1, 0.823, 0.036, 0.838
2958ML0154470011104219C00_DXXX,2958.6604, 324.1, 0.858, 0.035, 0.879
2959ML0154500011104289C00_DXXX,2959.4834, 324.6, 0.933, 0.037, 0.930
2959ML0154540011104316C00_DXXX,2959.5759, 324.6, 0.867, 0.036, 0.876
2962ML0154680011104382C00_DXXX,2962.5566, 326.3, 0.876, 0.036, 0.883
2965ML0154740011104443C00_DXXX,2965.2935, 327.9, 1.203, 0.035, 1.179
2965ML0154850011104499C00_DXXX,2965.6956, 328.1, 0.960, 0.035, 0.984
2966ML0154860011104504C00_DXXX,2966.4023, 328.5, 1.089, 0.036, 1.076
2969ML0155010011104605C00_DXXX,2969.4971, 330.3, 0.954, 0.037, 0.954
2972ML0155140011104708C00_DXXX,2972.2871, 331.9, 1.070, 0.035, 1.046
2972ML0155210011104800C00_DXXX,2972.6506, 332.1, 0.838, 0.036, 0.857
2974ML0155230011104806C00_DXXX,2974.4849, 333.1, 0.833, 0.037, 0.831
2976ML0155420011104928C00_DXXX,2976.4241, 334.2, 0.960, 0.036, 0.950
2978ML0155530011104946C00_DXXX,2978.2874, 335.2, 0.960, 0.035, 0.936
2979ML0155540011104951C00_DXXX,2979.4067, 335.8, 0.992, 0.036, 0.981
2985ML0155670011105025C00_DXXX,2985.4233, 339.2, 0.899, 0.036, 0.889
2990ML0155770011105032C00_DXXX,2990.4636, 341.9, 0.799, 0.036, 0.794
2990ML0155800011105037C00_DXXX,2990.6621, 342.0, 0.773, 0.035, 0.794
2992ML0155940011005260C00_DXXX,2992.2827, 342.9, 0.912, 0.035, 0.888
2992ML0155950011005265C00_DXXX,2992.4417, 343.0, 0.887, 0.036, 0.879
2992ML0156010011005339C00_DXXX,2992.7302, 343.2, 0.870, 0.035, 0.893
2994ML0156170011005356C00_DXXX,2994.6658, 344.2, 0.736, 0.035, 0.757
2998ML0156310011005400C00_DXXX,2998.3916, 346.2, 0.934, 0.036, 0.920
2999ML0156370011005456C00_DXXX,2999.2891, 346.7, 0.930, 0.035, 0.906
2999ML0156420011005479C00_DXXX,2999.7002, 346.9, 0.831, 0.035, 0.854
3001ML0156480011005497C00_DXXX,3001.3442, 347.8, 0.833, 0.036, 0.814
3001ML0156490011005502C00_DXXX,3001.6765, 348.0, 0.748, 0.035, 0.770
3002ML0156510011005572C00_DXXX,3002.4324, 348.4, 0.794, 0.036, 0.786
3005ML0156610011005626C00_DXXX,3005.4043, 349.9, 0.849, 0.036, 0.837
3005ML0156700011005655C00_DXXX,3005.6848, 350.1, 0.770, 0.035, 0.793
3006ML0156720011005661C00_DXXX,3006.2961, 350.4, 0.830, 0.035, 0.806
3008ML0156790011005688C00_DXXX,3008.4028, 351.5, 0.810, 0.036, 0.798
3012ML0157040011005932C00_DXXX,3012.5959, 353.7, 0.658, 0.036, 0.670
3012ML0157050011005934C00_DXXX,3012.6228, 353.7, 0.671, 0.036, 0.686
3013ML0157070011005940C00_DXXX,3013.2913, 354.1, 0.779, 0.035, 0.756
3013ML0157130010905977C00_DXXX,3013.5437, 354.2, 0.655, 0.036, 0.661
3013ML0157170010905994C00_DXXX,3013.6177, 354.3, 0.682, 0.036, 0.697
3017ML0157300010806181C00_DXXX,3017.5276, 356.3, 0.710, 0.037, 0.714
3020ML0157440010806217C00_DXXX,3020.2900, 357.7, 0.755, 0.035, 0.731
3021ML0157520010706309C00_DXXX,3021.6594, 358.4, 0.700, 0.035, 0.720
3022ML0157610010706479C00_DXXX,3022.6270, 358.9, 0.687, 0.036, 0.703
3025ML0157790010706550C00_DXXX,3025.6584,   0.5, 0.715, 0.035, 0.735
3026ML0157800010706555C00_DXXX,3026.3059,   0.8, 0.793, 0.035, 0.770
3027ML0157960010706679C00_DXXX,3027.4951,   1.4, 0.709, 0.037, 0.708
3027ML0158000010706693C00_DXXX,3027.6289,   1.5, 0.701, 0.036, 0.717
3029ML0158100010706775C00_DXXX,3029.4580,   2.4, 0.739, 0.037, 0.734
3032ML0158270010606983C00_DXXX,3032.6370,   4.0, 0.735, 0.036, 0.752
3033ML0158290010506989C00_DXXX,3033.2830,   4.4, 0.760, 0.035, 0.737
3036ML0158460010507050C00_DXXX,3036.2720,   5.9, 0.744, 0.035, 0.721
3039ML0158740010507268C00_DXXX,3039.6279,   7.6, 0.666, 0.036, 0.682
3040ML0158760010507274C00_DXXX,3040.2915,   7.9, 0.738, 0.035, 0.715
3041ML0158840010507331C00_DXXX,3041.4480,   8.5, 0.714, 0.036, 0.707
3043ML0158930010407443C00_DXXX,3043.4773,   9.5, 0.717, 0.037, 0.714
3046ML0159040010407527C00_DXXX,3046.4773,  11.0, 0.656, 0.037, 0.653
3047ML0159060010407530C00_DXXX,3047.2871,  11.4, 0.679, 0.035, 0.655
3048ML0159180010407811I01_DXXX,3048.4272,  12.0, 0.654, 0.038, 0.645
3051ML0159310010407995C00_DXXX,3051.4255,  13.4, 0.637, 0.036, 0.627
3054ML0159460010408150C00_DXXX,3054.3000,  14.8, 0.670, 0.035, 0.646
3054ML0159480010408156C00_DXXX,3054.5994,  15.0, 0.575, 0.036, 0.588
3055ML0159580010408199C00_DXXX,3055.4082,  15.4, 0.615, 0.036, 0.604
3059ML0159760010408381C00_DXXX,3059.4517,  17.4, 0.594, 0.036, 0.588
3062ML0159940010308729C00_DXXX,3062.4900,  18.8, 0.556, 0.037, 0.555
3063ML0159990030308742C00_DXXX,3063.7124,  19.4, 0.703, 0.035, 0.727
3066ML0160080010208809C00_DXXX,3066.3032,  20.7, 0.561, 0.035, 0.537
3066ML0160100010208814C00_DXXX,3066.6165,  20.8, 0.524, 0.036, 0.539
